idFrame,name,description
390,Artifact,"An #Artifact is deliberately made or modified by an intelligent entity to be put to a certain kind of #Use.  Various properties of the #Artifact may be specified, such as its #Creator, #Time_of_creation, #Name, #Type, and the #Material of which it is composed.  The #Artifact may or may not be a physical entity.

<ex>There are reports that Kim Il Sung asked China to share its [nuclear|Type] [weapons|Use] [[technology|Target]|Artifact].</ex>"
1029,Artifact_subpart,"A #Component has a distinct #Function in the operation of a complex #Artifact, which is not regarded as complete unless it is assembled from a number of different #Components. Each #Component may also be described by their #Creator, #Time_of_creation, or #Material.

<ex>Most of the cost comes from the price of [engine|Artifact] [[parts|Target]|Component].</ex>
<ex>We'll need to find a [metal|Material] [[part|Target]|Component][from 1982|Time_of_creation].</ex>"
760,Artificiality,"An #Entity is evaluated for whether or not it belongs to a particular #Reference_category in a context where its category membership is doubtful. The criterion or criteria that are relevant to evaluating #Reference_category membership depend on the individual lexical units and/or on the context. Typically, either the material composition of the #Entity, its method of creation, or the identity (and proper authority) of its creators are critical for proper category membership. Note that #Entity also covers behaviors.

<ex>It can be hard to get your money back after discovering you've bought a [bogus|Target]
[autograph|Reference_category] for hundreds or thousands of dollars! </ex>

<ex>It can be hard to get your money back after discovering
you've bought [a BOGUS autograph|Entity] for hundreds or thousands of dollars! </ex>


<ex>A [bogus|Target] [policeman|Reference_category] pulling over motorists was arrested after stopping a car carrying
four real officers.</ex>

<ex>[A BOGUS policeman pulling over motorists|Entity] was arrested after stopping a car carrying four real officers.</ex>


<ex>You people are pretty thick if you think you have evidence to prove that [the moon landing|ent] <m>was</m> [fake|Target].</ex>
<ex>You people are pretty thick if you think you have evidence to prove that the [moon landing|Reference_category] <m>was</m> [fake|Target].</ex>

"
1033,Artistic_style,"This frame contains LUs that express the #Form which a piece of #Artwork represents. The #Form may also represent the entire body  of an #Artist's work. The #Form may be further characterized by the #Time of some #Artwork's creation or other #Descriptors.

<ex>[Her|Artist] [[style|Target]|Form] [of painting|Artwork] is an excellent blend of traditional and modern.</ex>
<ex>The [whimsical|Descriptor] [[style|Target]|Form] [of this piece|Artwork] is very effective.</ex>"
981,Assemble,"In this frame a group of #Individuals intentionally come together to form a #Group.  Alternatively, a grammatically more prominent #Party_1 assembles with a #Party_2, expressed as an oblique phrase.  If this asymmetric construal is chosen, #Purpose only relates to #Party_1.
<ex>[We|Individuals] [assembled|Target] [in the courtyard|Place] [to talk about our future plans|Purpose].</ex>
<ex>[Our study group|Group] is [convening|Target] [outside|Place] [today|Time].</ex>
<ex>[The Dodgers|Party_1] [meet|Target] [the San Francisco Giants|Party_2] [tomorrow|Time] [at Dodger Stadium|Place].</ex> "
423,Assessing,"An #Assessor examines a #Phenomenon to figure out its #Value according to some #Feature of the #Phenomenon.  This #Value is a factor in determining the acceptability of the #Phenomenon.  In some cases, a #Method (implicitly involving an #Assessor) is used to determine the #Phenomenon's #Value.

<ex>[Each company|Phenomenon] is then [evaluated|Target] [for their earning potential|Feature]. [CNI|Assessor] </ex>
<ex>[From the evidence of the pilot studies|Evidence] [the risk of damage to the test subjects|Phenomenon] was [rated|Target] [too high to continue|Value]. [CNI|Assessor]</ex>
<ex>[He|Assessor] [weighed|Target] [his options|Phenomenon] [carefully|Manner].</ex>"
360,Assistance,"A #Helper benefits a #Benefited_party by enabling the culmination of a #Goal that the #Benefited_party has.  A #Focal_entity that is involved in reaching the #Goal may stand in for it.

This Frame has unique Frame-to-Frame Relations: it inherits from and uses the Intentionally_act frame. This is atypical of FrameNet's frame relations.

<ex>Will [you|Helper] [help|Target] [the Government|Benefited_party] [find your brother|Goal]?</ex>
<ex>Maybe [Stephen|Helper] should [assist|Target] [him|Benefited_party] [with the last manuscript|Focal_entity].</ex>
<ex>[They|Helper] [helped|Target] [me|Benefited_party] [psychologically|dom] [to overcome the physical loss I had suffered|Goal].</ex>
<ex>[You|Helper] have [helped|Target] [him|Benefited_party] [tremendously|deg] [by showing him  how to stand up for himself and by being his friend|Means].</ex>
<ex>[By bringing assistance to his troops wherever they were in trouble|Means] [he|Helper] [aided|Target] [them|Benefited_party] [greatly|deg].</ex>"
1566,Assistive_Technology,"Resources that provide greater accessibility and autonomy to an #Individual with a #Disability. These can be products, equipments, devices, resources, methodologies, strategies, practices and services that help overcome barriers."
203,Asymmetric_reciprocality,"Perspective on Reciprocality in which #Protagonist_1 acts on or is related to  #Protagonist_2.  The relation or event is construed as asymmetrical, inasmuch as #Protagonist_1 is presented as more agentive, if agency is involved (such as in conversation, participating), and #Protagonist_2 is presented as more passive.  In cases of comparison or other relations (e.g. resembling, being near), #Protagonist_2 is construed as suitable as a reference for #Protagonist_1, often because #Protagonist_2 is more temporally stable and/or is more salient and widely known."
1281,Athletes,This frame contains individuals who practice a kind of #Sport professionally. 
1282,Athletes_by_position,This frame contains the athletes described based on the #Position they occupy in a sports competition.
1341,Athletes_by_sport,This frame contains all types of #Athletes that incorporate the name of the #Sport in a competition.
358,Atonement,"An #Agent has committed a #Wrong in the past and is making #Amends for it. The #Degree to which the #Amends are adequate may also be expressed.

<ex>[He|Agent] [atoned|Target] [for his sin|Wrong] [with good works|Amends].</ex>"
177,Attaching,"The Attaching frame covers two situations: a scene in
which somebody causes one thing to be physically connected to
something else; or a scene in which somebody causes two things to be
connected to each other.  In the first, the frame includes an
#Agent who attaches an #Item to a #Goal by
manipulating a #Connector, creating an asymmetric relationship
between the #Item and the #Goal.  In the second, the
#Agent attaches two #Items to each other, where each
serves as a #Goal for the other, creating a symmetric
relationship between the two #Items. In both cases, the
#Connector remains to bind the two entities (either
#Item and #Goal, or two #Items), without
creating a new entity.

<ex>[The robber|Agent] [tied|Target] [Harry|Item] [to the chair|Goal].</ex>

<ex>Make sure [you|Agent] [bind|Target] [his wrists|Items] [as tightly as possible|Manner].</ex>"
393,Attack,"An #Assailant physically attacks a #Victim (which is usually but not always sentient), causing or intending to cause the #Victim physical damage.   A #Weapon used by the #Assailant may also be mentioned, in addition to the usual #Place, #Time, #Purpose, #Explanation, etc.  Sometimes a location is used metonymically to stand for the #Assailant or the #Victim, and in such cases the #Place FE will be annotated on a second FE layer.

<ex>[As soon as he stepped out of the bar|Time] [he|Victim] was [set|Target] [upon|Victim] [by four men in ski-masks|Assailant].</ex>
<ex>Is [he|Asl] [invading|Target] [Iraq|Victim] [just to cover other shortcomings|Purp]?</ex>
<ex>[Then|Time] [Jon-O's forces|Assailant] [ambushed|Target] [them|Victim] [on the left flank|Place] [from a line of low hills|Source].</ex>"
105,Attempt,"An #Agent attempts to achieve a #Goal. The #Outcome may also be mentioned explicitly.

<ex>[John|Agent] [attempted|Target] [to climb Mt. Everest|Goal].</ex>

<ex>It was another [failed|Outcome] [attempt|Target] [to climb Mt. Everest|Goal].</ex>"
1368,Attempting_and_resolving_scenario,"An #Agent has a particular #Goal in mind, and then uses some #Means that they believe will bring about the #Goal.  The #Agent succeeds or fails inasmuch as the result of the #Means action matches the #Goal."
1369,Attempt_action_scenario,"This frame represents the core action of an Attempt, where an #Agent has a #Goal and performs some #Means action that they believe will achieve the #Goal.  See its two perspectivized frames for further information."
842,Attempt_distant_interaction_scenario,"An #Agent attempts to interact with a relatively distant or indirectly accessible #Target using some #Instrument (which may be a body part, e.g. <ment>hand</ment>).  The #Agent's ability to manipulate the #Instrument and put it in the #Target location is in question.  The most common types of distant interaction involve an #Agent attempting to move the #Instrument ballistically so that it contacts the #Target (e.g. Shooting_scenario), or an #Agent attempting to direct an #Instrument that enables perception at a #Target_location to be examined."
946,Attempt_means,"An #Agent attempts to achieve a #Goal using some #Means.

<ex>[John|Agent] [tried|Target] [using a crowbar|Means] [to open the door|Goal].</ex>
<ex>[They|Agent] [tried|Target] [opening the window|Means] [in order to rob the store|Goal].</ex>

Very frequently, an entity involved in a #Means action stands in for the #Means, and similarly a #Goal may be metonymically expressed with an entity related to a #Goal situation:

<ex>[John|Agent] [tried|Target] [a crowbar|Means] [on the door|Goal].</ex>
<ex>[They|Agent] [tried|Target] [the window|Means] [in order to rob the store|Goal].</ex>

Unlike the Attempt frame, the #Means is focused upon, and the #Goal is often implicit.  This frame answers the question of how something is to be attempted, rather than what is being attempted.  The frames can be most reliably distinguished by paraphrasing a sentence with """"give X a try"""", since """"give try"""" belongs only in this frame."
