frameName,numFrameElements,coreTypes,elementNames,descriptions,frameType,classificationExplanation
Adopt_selection,9,"['cty_core', 'cty_core', 'cty_core', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral']","['Agent', 'Attribute', 'Value', 'Time', 'Manner', 'Purpose', 'Place', 'Means', 'Instrument']","['The #Agent selects a #Value for his/her #Attribute and begins to use it.', 'The #Attribute of the #Agent can take on several #Values, selected by the #Agent . ', 'The #Value, chosen and made effective by the #Agent, specifies the #Attribute.\n', 'The time period when the #Agent selects and begins to put into effect the #Value.', 'A description of the adoption of a position which is not classified under more specific descriptions, including comparisons to other events (similarly), rates of adoption (slowly), and descriptions of the #Agent which also influence the action (eagerly).', 'It identifies the #Purpose for which an #Agent adopts the #Value of the #Attribute.', 'It identifies the #Place where the #Agent has the #Attribute which can take different #Value.', 'The #Means by which an #Agent adopts a #Value for an #Attribute.', 'The instrument through which an #Agent adopts a #Value for an #Attribute.']","['Attribute', 'Event', 'Relation']","FEs indicate properties: Value, Extent, Degree; applies to an Entity or Holder.; Key FEs: Agent, Theme, Goal; indicates change or interaction; often includes Time/Manner.; FEs show spatial/logical relations: Location, Path, Cause; connects entities or events."
Aesthetics,3,"['cty_core', 'cty_core', 'cty_core']","['Entity', 'Attribute', 'Degree']","['The #Entity for which a particular gradable #Attribute is appropriate and under consideration.', 'The feature of an #Entity which is under discussion.', 'A modifier expressing the deviation of the implicit value either from the norm or from the value for another #Entity.']","['Attribute', 'Entity']","FEs indicate properties: Value, Extent, Degree; applies to an Entity or Holder.; Focuses on discrete items (Entity, Object); lacks dynamic roles."
Affirm_or_deny,9,"['cty_core', 'cty_core', 'cty_core', 'cty_core', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral']","['Speaker', 'Message', 'Medium', 'Topic', 'Place', 'Time', 'Manner', 'Means', 'Internal_cause']","['The #Speaker is the sentient entity affirming or denying the truth of the #Message (this can be spoken or written).', 'It identifies the content whose truth the #Speaker is affirming or denying. it can be expressed as a clause or as a noun phrase.', 'It is the physical entity or channel used by the #speaker to transmit the #message.', 'It is the subject matter to which the #Message pertains.', 'It specifies the location where the #Message is affirmed or denied.', 'The #Time at which the #Message is affirmed or denied.', 'It describes the way in which the #Speaker affirms or denies a #Message.', 'It expresses the act whereby the #Speaker affirms or denies a #Message.', 'The emotional or physical state of the #Speaker that leads to their affirmation or denial of the #Message.']","['Event', 'State', 'Relation']","Key FEs: Agent, Theme, Goal; indicates change or interaction; often includes Time/Manner.; Core FEs: State, Condition; describes static situations; lacks Goal or Result.; FEs show spatial/logical relations: Location, Path, Cause; connects entities or events."
Age,7,"['cty_core', 'cty_core', 'cty_core', 'cty_core', 'cty_core', 'cty_peripheral', 'cty_peripheral']","['Entity', 'Attribute', 'Age', 'Degree', 'Expressor', 'Time', 'Duration']","['The #Entity for which a particular age is under consideration.', 'The feature of an #Entity which is a function of the amount of time that the #Entity has existed.', ""A quantity or other characterization of the #Entity's age."", 'A modifier expressing  the deviation of the #Age from the norm.', 'It marks expressions that indicate a body part, gesture or other expression of the #Entity that reflect its age.', 'The #Time during which the #Entity is at a particular #Age.', 'It denotes the length of time from the beginning of a continuous situation to its end. In many cases, the continuous situation is a dynamic action which is ongoing, while in others it is simply an undifferentiated state.']","['Attribute', 'State', 'Entity', 'Relation']","FEs indicate properties: Value, Extent, Degree; applies to an Entity or Holder.; Core FEs: State, Condition; describes static situations; lacks Goal or Result.; Focuses on discrete items (Entity, Object); lacks dynamic roles.; FEs show spatial/logical relations: Location, Path, Cause; connects entities or events."
Age_descriptor,2,"['cty_core', 'cty_core']","['Description', 'People']","['Description', 'People']",['Undetermined'],Insufficient clues from FEs or descriptions.
Aggregate,2,"['cty_core', 'cty_core']","['Individuals', 'Aggregate']","['It identifies the people or things that form the #Aggregate.', 'It identifies the collection of entities that are the #Aggregate.']",['Undetermined'],Insufficient clues from FEs or descriptions.
Aging,4,"['cty_core', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral']","['Entity', 'Time', 'Manner', 'Place']","['The #Entity which is undergoing aging.', 'The #Time during which the #Entity ages.', 'Any description of the event (or state) which is not covered by more specific FEs, including force (hard, softly), secondary effects (quietly, loudly), and general descriptions comparing events (the same way). In agentive frames, it may indicate salient characteristics of an intentional theme that affect the action (presumptuously, coldly, deliberately, eagerly, carefully).', 'It indicates where the #Entity is located.']","['Event', 'State', 'Entity', 'Relation']","Key FEs: Agent, Theme, Goal; indicates change or interaction; often includes Time/Manner.; Core FEs: State, Condition; describes static situations; lacks Goal or Result.; Focuses on discrete items (Entity, Object); lacks dynamic roles.; FEs show spatial/logical relations: Location, Path, Cause; connects entities or events."
Agree_or_refuse_to_act,10,"['cty_core', 'cty_core', 'cty_core', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral']","['Speaker', 'Interlocutor', 'Proposed_action', 'Medium', 'Manner', 'Means', 'Place', 'Time', 'Purpose', 'Role']","['The #Speaker is the person to whom a particular action has been proposed and who responds to the request or offer made.', 'This is the person who proposed the #Proposed_action  to the #Speaker and to whom the #Speaker communicates  their response.', 'The #Proposed_action is an action that the #Speaker would perform if they were to accept or refuse the request or offer.', 'As with #Medium in other communication frames, the physical entity or channel used to communicate can be expressed.', 'Any description of the event (or state) which is not covered by more specific FEs, including  secondary effects (quietly, loudly), and general descriptions comparing events (the same way). It may indicate salient characteristics of the #Speaker that affect the action (presumptuously, coldly, deliberately, eagerly).', 'It identifies the #Means by which the #Speaker responds to the request or offer made.', 'The location in which the #Speaker  gives their verbal response to the proposed action.', 'The time interval during which the #Speaker makes their verbal response concerning the proposed action.', 'An action that the #Speaker intends to accomplish by agreeing or refusing to perform the #Proposed_action that is requested of, or suggested to  them.', 'It denotes the status that the #Interlocutor requested to be granted.']","['Event', 'State', 'Relation']","Key FEs: Agent, Theme, Goal; indicates change or interaction; often includes Time/Manner.; Core FEs: State, Condition; describes static situations; lacks Goal or Result.; FEs show spatial/logical relations: Location, Path, Cause; connects entities or events."
Agriculture,14,"['cty_core', 'cty_core', 'cty_core', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral']","['Agriculturist', 'Food', 'Ground', 'Instrument', 'Duration', 'Manner', 'Means', 'Outcome', 'Place', 'Time', 'Purpose', 'Frequency', 'Degree', 'Type']","['The #Agriculturist is the agent cultivating #Food.', 'It is the item cultivated by the #Agriculturist. ', 'This is the the background or context for the #Food to which the #Agriculturist pays attention in his agricultural efforts.', 'The #Instrument is used by the #Agriculturist as a tool to help obtain #Food. (This tool is not limited to typical artifacts and can be hands, arms, and other atypical hunting and fishing instruments.)', 'For what length of time the #Agriculturist attempted to obtain #Food.', 'The #Manner in which the #Agriculturist cultivates #Food.', 'It identifies the #Means by which the #Agriculturist cultivates #Food.', 'The failure or success of an attempt.', 'The greater geographic location where the #Agriculturist cultivates #Food.', 'When the agricultural event occurs.', 'An action that the #Agriculturist intends to accomplish by cultivating #Food.', 'How often the #Agriculturist cultivates #Food.', 'This frame element selects some gradable attribute and modifies the expected value for it.', 'It indicates the subtype of agriculture that the #Agriculturist is engaging in.']","['Attribute', 'Event', 'Relation']","FEs indicate properties: Value, Extent, Degree; applies to an Entity or Holder.; Key FEs: Agent, Theme, Goal; indicates change or interaction; often includes Time/Manner.; FEs show spatial/logical relations: Location, Path, Cause; connects entities or events."
Aiming,10,"['cty_core', 'cty_core', 'cty_core', 'cty_core', 'cty_core', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral']","['Agent', 'Targeted', 'Instrument', 'Target_location', 'Activity', 'Means', 'Time', 'Place', 'Manner', 'Purpose']","['The individual that manipulates the #Instrument to enable interaction with the #Targeted.', 'The #Targeted is the entity located in an indirectly accessible location relative to the #Agent.', 'The object manipulated by the #Agent in order to interact with the #Targeted.', 'The location that the #Agent wishes to ready the #Instrument to access.', 'The #Activity is undertaken by the #Agent and is directed towards the #Targeted or #Target_location.', 'This FE identifies the #Means by which the aiming is achieved.', 'This FE identifies the #Time when the #Agent takes aim.', 'The place where the #Agent aims at the #Targeted.', 'Any generalized description of the details of the event in terms of comparison to another event or what would be expected of the details given some state of the #Agent.\n\n<ex>She took <fex name=""Manner"">careful</fex> <t>aim</t> before shooting .</ex>', 'The reason for which the #Agent attempts to interact with the #Targeted.']","['Event', 'State', 'Relation']","Key FEs: Agent, Theme, Goal; indicates change or interaction; often includes Time/Manner.; Core FEs: State, Condition; describes static situations; lacks Goal or Result.; FEs show spatial/logical relations: Location, Path, Cause; connects entities or events."
Alignment_image_schema,3,"['cty_core', 'cty_core', 'cty_core']","['Alignment_match', 'Ground', 'Alignment_mismatch']","['A region of space oriented the same as the #Ground.', 'An entity whose location and orientation is relatively well-known and which, thus, can serve as a land-mark to identify the #Alignment_match and #Alignment_mismatch regions.', 'A region oriented approximately perpendicular to the #Ground.']",['Undetermined'],Insufficient clues from FEs or descriptions.
